F	M	total	prop_M
0.0	5503.0	5503.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	11.0	11.0	1.0
0.0	3275.0	3275.0	1.0
0.0	11.0	11.0	1.0
0.0	235.0	235.0	1.0
97.0	87940.0	88037.0	0.998898190534
0.0	184.0	184.0	1.0
0.0	143.0	143.0	1.0
0.0	205.0	205.0	1.0
0.0	143.0	143.0	1.0
0.0	26.0	26.0	1.0
0.0	7.0	7.0	1.0
0.0	101.0	101.0	1.0
16.0	0.0	16.0	0.0
16.0	0.0	16.0	0.0
0.0	5.0	5.0	1.0
0.0	25.0	25.0	1.0
0.0	477.0	477.0	1.0
0.0	18748.0	18748.0	1.0
0.0	41.0	41.0	1.0
228.0	0.0	228.0	0.0
1966.0	58555.0	60521.0	0.967515407875
0.0	525.0	525.0	1.0
0.0	205.0	205.0	1.0
0.0	24.0	24.0	1.0
0.0	320.0	320.0	1.0
0.0	588.0	588.0	1.0
1468.0	0.0	1468.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
29.0	0.0	29.0	0.0
0.0	1401.0	1401.0	1.0
60.0	6598.0	6658.0	0.99098828477
21.0	0.0	21.0	0.0
33.0	0.0	33.0	0.0
0.0	52.0	52.0	1.0
92.0	0.0	92.0	0.0
0.0	34.0	34.0	1.0
0.0	888.0	888.0	1.0
0.0	397.0	397.0	1.0
0.0	15.0	15.0	1.0
3816.0	0.0	3816.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	16.0	16.0	1.0
0.0	34.0	34.0	1.0
0.0	102.0	102.0	1.0
5.0	0.0	5.0	0.0
0.0	129.0	129.0	1.0
0.0	580.0	580.0	1.0
39.0	0.0	39.0	0.0
0.0	397.0	397.0	1.0
85.0	0.0	85.0	0.0
5.0	0.0	5.0	0.0
0.0	454.0	454.0	1.0
0.0	10.0	10.0	1.0
0.0	10.0	10.0	1.0
0.0	10.0	10.0	1.0
0.0	77.0	77.0	1.0
0.0	55912.0	55912.0	1.0
0.0	62.0	62.0	1.0
0.0	11.0	11.0	1.0
6.0	0.0	6.0	0.0
0.0	532.0	532.0	1.0
0.0	1382.0	1382.0	1.0
11.0	0.0	11.0	0.0
0.0	660.0	660.0	1.0
0.0	5.0	5.0	1.0
5.0	364.0	369.0	0.986449864499
38.0	0.0	38.0	0.0
6.0	3175.0	3181.0	0.998113800692
52.0	0.0	52.0	0.0
86.0	0.0	86.0	0.0
8176.0	3554102.0	3562278.0	0.997704839431
1158.0	0.0	1158.0	0.0
0.0	48.0	48.0	1.0
0.0	5.0	5.0	1.0
0.0	101.0	101.0	1.0
5.0	662.0	667.0	0.992503748126
0.0	26.0	26.0	1.0
0.0	313.0	313.0	1.0
0.0	5.0	5.0	1.0
0.0	6484.0	6484.0	1.0
4214.0	0.0	4214.0	0.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
5.0	9457.0	9462.0	0.999471570492
10.0	0.0	10.0	0.0
0.0	6.0	6.0	1.0
38.0	0.0	38.0	0.0
0.0	5.0	5.0	1.0
17.0	21346.0	21363.0	0.999204231615
11.0	0.0	11.0	0.0
0.0	60.0	60.0	1.0
28.0	0.0	28.0	0.0
5.0	10369.0	10374.0	0.999518025834
7.0	0.0	7.0	0.0
0.0	41.0	41.0	1.0
0.0	5.0	5.0	1.0
94.0	0.0	94.0	0.0
0.0	444.0	444.0	1.0
0.0	390.0	390.0	1.0
0.0	44.0	44.0	1.0
0.0	3028.0	3028.0	1.0
5.0	532.0	537.0	0.990689013035
0.0	43.0	43.0	1.0
0.0	44.0	44.0	1.0
15.0	0.0	15.0	0.0
10.0	0.0	10.0	0.0
0.0	126.0	126.0	1.0
0.0	168.0	168.0	1.0
0.0	11.0	11.0	1.0
285329.0	132.0	285461.0	0.0004624099264
3180.0	0.0	3180.0	0.0
946.0	0.0	946.0	0.0
34.0	0.0	34.0	0.0
39.0	0.0	39.0	0.0
75.0	0.0	75.0	0.0
36.0	0.0	36.0	0.0
279.0	0.0	279.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	11.0	11.0	1.0
31.0	27326.0	27357.0	0.998866834814
0.0	130.0	130.0	1.0
0.0	3447.0	3447.0	1.0
0.0	124.0	124.0	1.0
0.0	6.0	6.0	1.0
0.0	2889.0	2889.0	1.0
0.0	11.0	11.0	1.0
0.0	5.0	5.0	1.0
491.0	0.0	491.0	0.0
9.0	0.0	9.0	0.0
8696.0	0.0	8696.0	0.0
5194.0	0.0	5194.0	0.0
104.0	0.0	104.0	0.0
60.0	0.0	60.0	0.0
1623.0	0.0	1623.0	0.0
21.0	0.0	21.0	0.0
10.0	0.0	10.0	0.0
16.0	0.0	16.0	0.0
5.0	0.0	5.0	0.0
0.0	7.0	7.0	1.0
68.0	0.0	68.0	0.0
10.0	0.0	10.0	0.0
234.0	0.0	234.0	0.0
0.0	866.0	866.0	1.0
5.0	0.0	5.0	0.0
43.0	0.0	43.0	0.0
5.0	1344.0	1349.0	0.996293550778
43.0	0.0	43.0	0.0
0.0	1282.0	1282.0	1.0
0.0	68.0	68.0	1.0
0.0	25.0	25.0	1.0
0.0	105.0	105.0	1.0
0.0	10.0	10.0	1.0
10552.0	0.0	10552.0	0.0
0.0	1115.0	1115.0	1.0
0.0	70.0	70.0	1.0
6.0	0.0	6.0	0.0
118.0	0.0	118.0	0.0
0.0	207.0	207.0	1.0
411.0	0.0	411.0	0.0
29.0	0.0	29.0	0.0
0.0	69.0	69.0	1.0
787.0	0.0	787.0	0.0
0.0	25.0	25.0	1.0
0.0	371.0	371.0	1.0
5.0	0.0	5.0	0.0
705.0	0.0	705.0	0.0
80.0	0.0	80.0	0.0
0.0	29.0	29.0	1.0
74.0	0.0	74.0	0.0
5.0	8638.0	8643.0	0.999421497165
5.0	0.0	5.0	0.0
0.0	15.0	15.0	1.0
0.0	5.0	5.0	1.0
0.0	76.0	76.0	1.0
0.0	405.0	405.0	1.0
13.0	0.0	13.0	0.0
15.0	0.0	15.0	0.0
6.0	0.0	6.0	0.0
110.0	0.0	110.0	0.0
0.0	4076.0	4076.0	1.0
103.0	0.0	103.0	0.0
0.0	17.0	17.0	1.0
0.0	55.0	55.0	1.0
0.0	194.0	194.0	1.0
0.0	28.0	28.0	1.0
38.0	0.0	38.0	0.0
7.0	0.0	7.0	0.0
17.0	0.0	17.0	0.0
0.0	6.0	6.0	1.0
27.0	0.0	27.0	0.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
680.0	164419.0	165099.0	0.995881259123
19477.0	0.0	19477.0	0.0
2701.0	92.0	2793.0	0.0329394915861
15.0	24611.0	24626.0	0.99939088768
52.0	0.0	52.0	0.0
81.0	0.0	81.0	0.0
0.0	8769.0	8769.0	1.0
25.0	0.0	25.0	0.0
7305.0	0.0	7305.0	0.0
131166.0	6.0	131172.0	4.5741469216e-05
5.0	0.0	5.0	0.0
11429.0	0.0	11429.0	0.0
0.0	1303.0	1303.0	1.0
0.0	1695.0	1695.0	1.0
0.0	10.0	10.0	1.0
0.0	10.0	10.0	1.0
0.0	15.0	15.0	1.0
5.0	0.0	5.0	0.0
3406.0	0.0	3406.0	0.0
20.0	0.0	20.0	0.0
63.0	0.0	63.0	0.0
10.0	0.0	10.0	0.0
0.0	154.0	154.0	1.0
0.0	72.0	72.0	1.0
1058.0	0.0	1058.0	0.0
271.0	0.0	271.0	0.0
6.0	0.0	6.0	0.0
46.0	0.0	46.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
1653.0	0.0	1653.0	0.0
184832.0	20.0	184852.0	0.000108194663839
52.0	0.0	52.0	0.0
2037.0	0.0	2037.0	0.0
7593.0	0.0	7593.0	0.0
5.0	0.0	5.0	0.0
314.0	0.0	314.0	0.0
13.0	0.0	13.0	0.0
7.0	0.0	7.0	0.0
2464.0	0.0	2464.0	0.0
46.0	0.0	46.0	0.0
26857.0	0.0	26857.0	0.0
735812.0	397.0	736209.0	0.000539249044769
16.0	0.0	16.0	0.0
16.0	0.0	16.0	0.0
274.0	0.0	274.0	0.0
21.0	0.0	21.0	0.0
236.0	0.0	236.0	0.0
547692.0	243.0	547935.0	0.000443483259876
27.0	0.0	27.0	0.0
2586.0	0.0	2586.0	0.0
5.0	0.0	5.0	0.0
378.0	0.0	378.0	0.0
16.0	0.0	16.0	0.0
0.0	21.0	21.0	1.0
0.0	145.0	145.0	1.0
69.0	0.0	69.0	0.0
0.0	173.0	173.0	1.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
0.0	20289.0	20289.0	1.0
0.0	47.0	47.0	1.0
409.0	0.0	409.0	0.0
2349.0	0.0	2349.0	0.0
26.0	0.0	26.0	0.0
0.0	677.0	677.0	1.0
0.0	2519.0	2519.0	1.0
15.0	0.0	15.0	0.0
1024.0	0.0	1024.0	0.0
282.0	0.0	282.0	0.0
26.0	0.0	26.0	0.0
1496.0	0.0	1496.0	0.0
424.0	0.0	424.0	0.0
0.0	1412.0	1412.0	1.0
17.0	0.0	17.0	0.0
11.0	0.0	11.0	0.0
0.0	64.0	64.0	1.0
9623.0	0.0	9623.0	0.0
0.0	60.0	60.0	1.0
19.0	0.0	19.0	0.0
0.0	70.0	70.0	1.0
22.0	0.0	22.0	0.0
30.0	0.0	30.0	0.0
31.0	0.0	31.0	0.0
22.0	0.0	22.0	0.0
10.0	0.0	10.0	0.0
22.0	0.0	22.0	0.0
0.0	87.0	87.0	1.0
0.0	58.0	58.0	1.0
30.0	0.0	30.0	0.0
7331.0	0.0	7331.0	0.0
11592.0	0.0	11592.0	0.0
0.0	16.0	16.0	1.0
78.0	0.0	78.0	0.0
5.0	0.0	5.0	0.0
0.0	3362.0	3362.0	1.0
0.0	35.0	35.0	1.0
0.0	22.0	22.0	1.0
112.0	0.0	112.0	0.0
13454.0	0.0	13454.0	0.0
5.0	0.0	5.0	0.0
260.0	0.0	260.0	0.0
5.0	0.0	5.0	0.0
1796.0	0.0	1796.0	0.0
87.0	0.0	87.0	0.0
13766.0	0.0	13766.0	0.0
1841.0	0.0	1841.0	0.0
0.0	23.0	23.0	1.0
5.0	0.0	5.0	0.0
389.0	0.0	389.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
35.0	0.0	35.0	0.0
16.0	0.0	16.0	0.0
6.0	0.0	6.0	0.0
0.0	5.0	5.0	1.0
11.0	0.0	11.0	0.0
0.0	27.0	27.0	1.0
0.0	1163.0	1163.0	1.0
0.0	5.0	5.0	1.0
0.0	3253.0	3253.0	1.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
0.0	7.0	7.0	1.0
0.0	416.0	416.0	1.0
0.0	11.0	11.0	1.0
0.0	11.0	11.0	1.0
0.0	38.0	38.0	1.0
0.0	1310.0	1310.0	1.0
44.0	0.0	44.0	0.0
14.0	0.0	14.0	0.0
166.0	0.0	166.0	0.0
317.0	8.0	325.0	0.0246153846154
357.0	0.0	357.0	0.0
1056.0	0.0	1056.0	0.0
30586.0	29.0	30615.0	0.000947248081006
199.0	0.0	199.0	0.0
2013.0	0.0	2013.0	0.0
5.0	1927.0	1932.0	0.997412008282
0.0	206.0	206.0	1.0
242.0	0.0	242.0	0.0
10.0	0.0	10.0	0.0
38.0	0.0	38.0	0.0
47.0	0.0	47.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
12.0	0.0	12.0	0.0
0.0	41350.0	41350.0	1.0
42.0	0.0	42.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
228.0	0.0	228.0	0.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
173.0	0.0	173.0	0.0
44.0	0.0	44.0	0.0
0.0	62.0	62.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	10.0	10.0	1.0
2507.0	0.0	2507.0	0.0
20.0	0.0	20.0	0.0
0.0	1279.0	1279.0	1.0
0.0	10.0	10.0	1.0
24786.0	5.0	24791.0	0.000201686095761
6.0	0.0	6.0	0.0
807.0	0.0	807.0	0.0
668.0	0.0	668.0	0.0
23330.0	0.0	23330.0	0.0
167.0	0.0	167.0	0.0
5.0	0.0	5.0	0.0
601.0	0.0	601.0	0.0
1371.0	0.0	1371.0	0.0
5.0	0.0	5.0	0.0
83.0	0.0	83.0	0.0
17.0	0.0	17.0	0.0
45364.0	0.0	45364.0	0.0
7.0	0.0	7.0	0.0
20.0	0.0	20.0	0.0
5.0	0.0	5.0	0.0
0.0	9493.0	9493.0	1.0
0.0	656.0	656.0	1.0
0.0	4338.0	4338.0	1.0
27.0	0.0	27.0	0.0
21.0	0.0	21.0	0.0
0.0	53.0	53.0	1.0
0.0	7.0	7.0	1.0
0.0	6.0	6.0	1.0
206.0	0.0	206.0	0.0
0.0	5.0	5.0	1.0
6792.0	0.0	6792.0	0.0
851.0	0.0	851.0	0.0
6.0	0.0	6.0	0.0
0.0	127.0	127.0	1.0
6.0	0.0	6.0	0.0
0.0	103.0	103.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	758.0	758.0	1.0
266.0	0.0	266.0	0.0
17.0	0.0	17.0	0.0
0.0	41.0	41.0	1.0
114227.0	0.0	114227.0	0.0
7.0	0.0	7.0	0.0
204.0	0.0	204.0	0.0
31767.0	0.0	31767.0	0.0
250.0	0.0	250.0	0.0
44.0	0.0	44.0	0.0
0.0	142.0	142.0	1.0
0.0	81.0	81.0	1.0
387.0	0.0	387.0	0.0
1590.0	0.0	1590.0	0.0
7.0	0.0	7.0	0.0
61.0	0.0	61.0	0.0
5768.0	5.0	5773.0	0.000866100814135
0.0	12.0	12.0	1.0
17.0	0.0	17.0	0.0
0.0	328.0	328.0	1.0
6.0	0.0	6.0	0.0
0.0	10.0	10.0	1.0
148.0	0.0	148.0	0.0
548.0	0.0	548.0	0.0
0.0	1385.0	1385.0	1.0
11.0	0.0	11.0	0.0
0.0	28.0	28.0	1.0
0.0	1730.0	1730.0	1.0
0.0	238.0	238.0	1.0
0.0	10.0	10.0	1.0
0.0	105.0	105.0	1.0
0.0	10.0	10.0	1.0
133.0	0.0	133.0	0.0
331.0	0.0	331.0	0.0
101.0	0.0	101.0	0.0
23.0	0.0	23.0	0.0
5.0	0.0	5.0	0.0
0.0	43.0	43.0	1.0
0.0	91.0	91.0	1.0
0.0	3286.0	3286.0	1.0
0.0	10822.0	10822.0	1.0
0.0	32.0	32.0	1.0
6.0	759.0	765.0	0.992156862745
15.0	0.0	15.0	0.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
0.0	4414.0	4414.0	1.0
0.0	2125.0	2125.0	1.0
0.0	20.0	20.0	1.0
0.0	674.0	674.0	1.0
0.0	72.0	72.0	1.0
0.0	306.0	306.0	1.0
0.0	5.0	5.0	1.0
0.0	7.0	7.0	1.0
0.0	39.0	39.0	1.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
1563.0	0.0	1563.0	0.0
0.0	22.0	22.0	1.0
0.0	5.0	5.0	1.0
16.0	1465.0	1481.0	0.989196488859
8019.0	0.0	8019.0	0.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
0.0	59.0	59.0	1.0
0.0	1422.0	1422.0	1.0
0.0	1069.0	1069.0	1.0
0.0	214.0	214.0	1.0
0.0	9.0	9.0	1.0
578.0	30822.0	31400.0	0.981592356688
0.0	45.0	45.0	1.0
0.0	16.0	16.0	1.0
5266.0	0.0	5266.0	0.0
5.0	0.0	5.0	0.0
0.0	691.0	691.0	1.0
16.0	0.0	16.0	0.0
0.0	67.0	67.0	1.0
5.0	0.0	5.0	0.0
18.0	0.0	18.0	0.0
0.0	593.0	593.0	1.0
25.0	0.0	25.0	0.0
0.0	401.0	401.0	1.0
27.0	0.0	27.0	0.0
0.0	78.0	78.0	1.0
0.0	4041.0	4041.0	1.0
0.0	18.0	18.0	1.0
0.0	10.0	10.0	1.0
0.0	17.0	17.0	1.0
31.0	0.0	31.0	0.0
0.0	20.0	20.0	1.0
0.0	124.0	124.0	1.0
0.0	65.0	65.0	1.0
0.0	1147.0	1147.0	1.0
0.0	12.0	12.0	1.0
0.0	80.0	80.0	1.0
0.0	17.0	17.0	1.0
15.0	906.0	921.0	0.983713355049
5.0	0.0	5.0	0.0
101.0	0.0	101.0	0.0
26456.0	0.0	26456.0	0.0
576.0	0.0	576.0	0.0
223.0	5.0	228.0	0.0219298245614
0.0	29.0	29.0	1.0
0.0	24.0	24.0	1.0
152.0	0.0	152.0	0.0
30.0	0.0	30.0	0.0
0.0	32.0	32.0	1.0
27.0	0.0	27.0	0.0
50.0	0.0	50.0	0.0
5.0	0.0	5.0	0.0
7.0	0.0	7.0	0.0
88.0	0.0	88.0	0.0
2594.0	0.0	2594.0	0.0
6.0	0.0	6.0	0.0
15.0	0.0	15.0	0.0
25.0	0.0	25.0	0.0
46.0	0.0	46.0	0.0
45.0	0.0	45.0	0.0
321.0	0.0	321.0	0.0
150.0	0.0	150.0	0.0
6.0	0.0	6.0	0.0
11.0	0.0	11.0	0.0
5.0	0.0	5.0	0.0
89.0	0.0	89.0	0.0
180.0	0.0	180.0	0.0
7794.0	0.0	7794.0	0.0
109.0	0.0	109.0	0.0
133.0	0.0	133.0	0.0
25.0	0.0	25.0	0.0
0.0	233.0	233.0	1.0
330.0	0.0	330.0	0.0
147.0	15143.0	15290.0	0.99038587312
43.0	0.0	43.0	0.0
368655.0	337.0	368992.0	0.00091329893331
2558.0	0.0	2558.0	0.0
5.0	0.0	5.0	0.0
4925.0	0.0	4925.0	0.0
856.0	0.0	856.0	0.0
39.0	0.0	39.0	0.0
31.0	0.0	31.0	0.0
413.0	0.0	413.0	0.0
23.0	0.0	23.0	0.0
5.0	1031.0	1036.0	0.995173745174
387.0	611096.0	611483.0	0.999367112414
1570.0	0.0	1570.0	0.0
0.0	11.0	11.0	1.0
5.0	10568.0	10573.0	0.999527097323
0.0	50.0	50.0	1.0
0.0	10.0	10.0	1.0
0.0	15.0	15.0	1.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	849.0	849.0	1.0
184.0	9390.0	9574.0	0.98078128264
5.0	0.0	5.0	0.0
35.0	0.0	35.0	0.0
216.0	0.0	216.0	0.0
0.0	7519.0	7519.0	1.0
0.0	515.0	515.0	1.0
0.0	1660.0	1660.0	1.0
0.0	5.0	5.0	1.0
19.0	0.0	19.0	0.0
147.0	0.0	147.0	0.0
219.0	10878.0	11097.0	0.980264936469
46.0	0.0	46.0	0.0
310.0	10.0	320.0	0.03125
0.0	2225.0	2225.0	1.0
1285.0	0.0	1285.0	0.0
5.0	0.0	5.0	0.0
0.0	1229.0	1229.0	1.0
0.0	1976.0	1976.0	1.0
0.0	10.0	10.0	1.0
0.0	195.0	195.0	1.0
0.0	6147.0	6147.0	1.0
0.0	14.0	14.0	1.0
0.0	123.0	123.0	1.0
0.0	2384.0	2384.0	1.0
0.0	5.0	5.0	1.0
0.0	23.0	23.0	1.0
0.0	57.0	57.0	1.0
0.0	11.0	11.0	1.0
0.0	87.0	87.0	1.0
0.0	5.0	5.0	1.0
78.0	0.0	78.0	0.0
15.0	0.0	15.0	0.0
0.0	372.0	372.0	1.0
0.0	3133.0	3133.0	1.0
43.0	223047.0	223090.0	0.999807252678
0.0	11.0	11.0	1.0
17.0	0.0	17.0	0.0
0.0	351.0	351.0	1.0
0.0	1716.0	1716.0	1.0
56.0	0.0	56.0	0.0
0.0	15269.0	15269.0	1.0
6.0	0.0	6.0	0.0
0.0	11.0	11.0	1.0
0.0	2429.0	2429.0	1.0
11.0	0.0	11.0	0.0
0.0	40.0	40.0	1.0
12.0	0.0	12.0	0.0
0.0	230.0	230.0	1.0
0.0	17.0	17.0	1.0
0.0	19.0	19.0	1.0
0.0	29.0	29.0	1.0
0.0	10.0	10.0	1.0
0.0	41.0	41.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	3040.0	3040.0	1.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	32.0	32.0	1.0
0.0	726.0	726.0	1.0
0.0	105.0	105.0	1.0
0.0	2478.0	2478.0	1.0
0.0	11.0	11.0	1.0
0.0	42.0	42.0	1.0
5.0	0.0	5.0	0.0
0.0	160.0	160.0	1.0
33.0	0.0	33.0	0.0
105.0	137843.0	137948.0	0.999238843622
109.0	0.0	109.0	0.0
0.0	403.0	403.0	1.0
0.0	5.0	5.0	1.0
0.0	25.0	25.0	1.0
0.0	5.0	5.0	1.0
0.0	397.0	397.0	1.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
0.0	114.0	114.0	1.0
0.0	89.0	89.0	1.0
0.0	80.0	80.0	1.0
0.0	42.0	42.0	1.0
0.0	5.0	5.0	1.0
0.0	1464.0	1464.0	1.0
0.0	67.0	67.0	1.0
0.0	10.0	10.0	1.0
0.0	29.0	29.0	1.0
0.0	269.0	269.0	1.0
403.0	0.0	403.0	0.0
134.0	0.0	134.0	0.0
70.0	0.0	70.0	0.0
0.0	1924.0	1924.0	1.0
298.0	0.0	298.0	0.0
120.0	0.0	120.0	0.0
5.0	0.0	5.0	0.0
330.0	0.0	330.0	0.0
501.0	0.0	501.0	0.0
27.0	0.0	27.0	0.0
6.0	0.0	6.0	0.0
22.0	0.0	22.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	3303.0	3308.0	0.998488512696
304.0	12563.0	12867.0	0.976373669076
26.0	0.0	26.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	839.0	844.0	0.994075829384
15.0	0.0	15.0	0.0
10.0	0.0	10.0	0.0
0.0	324.0	324.0	1.0
5.0	0.0	5.0	0.0
0.0	97.0	97.0	1.0
10003.0	0.0	10003.0	0.0
616.0	0.0	616.0	0.0
2377.0	0.0	2377.0	0.0
558.0	0.0	558.0	0.0
78682.0	0.0	78682.0	0.0
50.0	0.0	50.0	0.0
10.0	0.0	10.0	0.0
0.0	157.0	157.0	1.0
6.0	26835.0	26841.0	0.999776461384
0.0	5.0	5.0	1.0
348.0	0.0	348.0	0.0
36.0	0.0	36.0	0.0
20.0	0.0	20.0	0.0
6180.0	15.0	6195.0	0.00242130750605
0.0	5.0	5.0	1.0
123.0	0.0	123.0	0.0
208.0	0.0	208.0	0.0
479.0	0.0	479.0	0.0
1874.0	0.0	1874.0	0.0
10.0	0.0	10.0	0.0
21.0	0.0	21.0	0.0
807.0	0.0	807.0	0.0
52.0	3034.0	3086.0	0.98314970836
269.0	0.0	269.0	0.0
14006.0	0.0	14006.0	0.0
5851.0	0.0	5851.0	0.0
5794.0	0.0	5794.0	0.0
1329.0	0.0	1329.0	0.0
139058.0	24.0	139082.0	0.000172560072475
0.0	5.0	5.0	1.0
0.0	169.0	169.0	1.0
0.0	10.0	10.0	1.0
16.0	0.0	16.0	0.0
96.0	0.0	96.0	0.0
173.0	0.0	173.0	0.0
6.0	0.0	6.0	0.0
0.0	5.0	5.0	1.0
776.0	0.0	776.0	0.0
5.0	0.0	5.0	0.0
0.0	10.0	10.0	1.0
11.0	0.0	11.0	0.0
0.0	296.0	296.0	1.0
0.0	5.0	5.0	1.0
11.0	0.0	11.0	0.0
0.0	21.0	21.0	1.0
0.0	1090.0	1090.0	1.0
43.0	0.0	43.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
11.0	0.0	11.0	0.0
67.0	0.0	67.0	0.0
37.0	0.0	37.0	0.0
56.0	0.0	56.0	0.0
0.0	23.0	23.0	1.0
0.0	13.0	13.0	1.0
0.0	6496.0	6496.0	1.0
352.0	0.0	352.0	0.0
0.0	868.0	868.0	1.0
0.0	5.0	5.0	1.0
0.0	99.0	99.0	1.0
0.0	10.0	10.0	1.0
178.0	7762.0	7940.0	0.97758186398
0.0	5.0	5.0	1.0
0.0	59.0	59.0	1.0
10.0	0.0	10.0	0.0
0.0	72.0	72.0	1.0
0.0	6.0	6.0	1.0
45.0	0.0	45.0	0.0
53.0	0.0	53.0	0.0
300.0	0.0	300.0	0.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
0.0	715.0	715.0	1.0
0.0	991.0	991.0	1.0
36.0	0.0	36.0	0.0
386.0	0.0	386.0	0.0
5.0	0.0	5.0	0.0
0.0	11.0	11.0	1.0
0.0	77.0	77.0	1.0
0.0	7.0	7.0	1.0
122.0	0.0	122.0	0.0
0.0	2069.0	2069.0	1.0
0.0	1500.0	1500.0	1.0
0.0	145.0	145.0	1.0
0.0	9337.0	9337.0	1.0
0.0	5.0	5.0	1.0
1118.0	0.0	1118.0	0.0
2403.0	0.0	2403.0	0.0
0.0	5.0	5.0	1.0
42.0	0.0	42.0	0.0
45.0	0.0	45.0	0.0
0.0	56.0	56.0	1.0
0.0	5.0	5.0	1.0
150.0	0.0	150.0	0.0
0.0	11.0	11.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
46.0	0.0	46.0	0.0
120.0	0.0	120.0	0.0
0.0	264.0	264.0	1.0
0.0	22116.0	22116.0	1.0
0.0	15.0	15.0	1.0
5.0	26804.0	26809.0	0.999813495468
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	3184.0	3184.0	1.0
0.0	13.0	13.0	1.0
6.0	25754.0	25760.0	0.999767080745
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
1159.0	0.0	1159.0	0.0
11.0	0.0	11.0	0.0
5.0	0.0	5.0	0.0
0.0	10.0	10.0	1.0
5.0	0.0	5.0	0.0
700.0	0.0	700.0	0.0
55.0	0.0	55.0	0.0
0.0	32.0	32.0	1.0
285.0	0.0	285.0	0.0
151.0	0.0	151.0	0.0
5.0	0.0	5.0	0.0
29.0	0.0	29.0	0.0
40.0	0.0	40.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
588.0	0.0	588.0	0.0
32.0	0.0	32.0	0.0
105.0	0.0	105.0	0.0
466.0	0.0	466.0	0.0
20.0	0.0	20.0	0.0
0.0	68.0	68.0	1.0
0.0	1013.0	1013.0	1.0
15.0	0.0	15.0	0.0
0.0	5.0	5.0	1.0
35.0	0.0	35.0	0.0
5.0	0.0	5.0	0.0
24.0	0.0	24.0	0.0
0.0	26.0	26.0	1.0
6.0	0.0	6.0	0.0
74.0	0.0	74.0	0.0
91.0	0.0	91.0	0.0
0.0	26.0	26.0	1.0
0.0	10.0	10.0	1.0
35.0	0.0	35.0	0.0
0.0	1699.0	1699.0	1.0
0.0	41.0	41.0	1.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
239.0	0.0	239.0	0.0
94.0	0.0	94.0	0.0
0.0	133.0	133.0	1.0
518.0	0.0	518.0	0.0
42.0	0.0	42.0	0.0
30200.0	646.0	30846.0	0.0209427478441
252.0	0.0	252.0	0.0
0.0	52.0	52.0	1.0
2778.0	0.0	2778.0	0.0
351032.0	377.0	351409.0	0.00107282397434
885.0	0.0	885.0	0.0
0.0	22.0	22.0	1.0
514813.0	209.0	515022.0	0.000405807907235
8.0	0.0	8.0	0.0
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
11.0	0.0	11.0	0.0
0.0	48.0	48.0	1.0
7.0	0.0	7.0	0.0
9934.0	0.0	9934.0	0.0
51939.0	0.0	51939.0	0.0
92331.0	0.0	92331.0	0.0
10.0	0.0	10.0	0.0
10.0	0.0	10.0	0.0
