F	M	total	prop_M
0.0	60.0	60.0	1.0
0.0	332.0	332.0	1.0
129.0	0.0	129.0	0.0
10.0	0.0	10.0	0.0
0.0	32.0	32.0	1.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
13.0	0.0	13.0	0.0
5.0	0.0	5.0	0.0
622.0	0.0	622.0	0.0
0.0	36.0	36.0	1.0
0.0	36274.0	36274.0	1.0
367.0	555370.0	555737.0	0.999339615682
0.0	191.0	191.0	1.0
0.0	12.0	12.0	1.0
8660.0	31.0	8691.0	0.00356690829594
588.0	0.0	588.0	0.0
36.0	0.0	36.0	0.0
12.0	0.0	12.0	0.0
6.0	0.0	6.0	0.0
0.0	6.0	6.0	1.0
0.0	66.0	66.0	1.0
6.0	0.0	6.0	0.0
27.0	0.0	27.0	0.0
5.0	0.0	5.0	0.0
351.0	0.0	351.0	0.0
0.0	119.0	119.0	1.0
0.0	11.0	11.0	1.0
0.0	58.0	58.0	1.0
0.0	6.0	6.0	1.0
0.0	45.0	45.0	1.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
88.0	0.0	88.0	0.0
0.0	293.0	293.0	1.0
21.0	0.0	21.0	0.0
0.0	15.0	15.0	1.0
0.0	109.0	109.0	1.0
0.0	15227.0	15227.0	1.0
0.0	5.0	5.0	1.0
0.0	74.0	74.0	1.0
0.0	7.0	7.0	1.0
29.0	0.0	29.0	0.0
54.0	328932.0	328986.0	0.999835859277
0.0	6.0	6.0	1.0
0.0	10.0	10.0	1.0
87.0	0.0	87.0	0.0
0.0	1082.0	1082.0	1.0
81.0	300680.0	300761.0	0.999730683167
0.0	29.0	29.0	1.0
0.0	5.0	5.0	1.0
1076.0	0.0	1076.0	0.0
0.0	5.0	5.0	1.0
5826.0	0.0	5826.0	0.0
27.0	0.0	27.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	467.0	467.0	1.0
0.0	5.0	5.0	1.0
21281.0	0.0	21281.0	0.0
13.0	0.0	13.0	0.0
0.0	318.0	318.0	1.0
29.0	0.0	29.0	0.0
0.0	52.0	52.0	1.0
27.0	0.0	27.0	0.0
1489.0	0.0	1489.0	0.0
898.0	0.0	898.0	0.0
496.0	0.0	496.0	0.0
317161.0	32.0	317193.0	0.000100884950172
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
1034.0	0.0	1034.0	0.0
53.0	0.0	53.0	0.0
20.0	0.0	20.0	0.0
11.0	0.0	11.0	0.0
0.0	9962.0	9962.0	1.0
41.0	0.0	41.0	0.0
0.0	98.0	98.0	1.0
0.0	12584.0	12584.0	1.0
0.0	12.0	12.0	1.0
0.0	759.0	759.0	1.0
0.0	79.0	79.0	1.0
5.0	0.0	5.0	0.0
0.0	684.0	684.0	1.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
5.0	0.0	5.0	0.0
0.0	615.0	615.0	1.0
0.0	17.0	17.0	1.0
0.0	160.0	160.0	1.0
0.0	390.0	390.0	1.0
0.0	6.0	6.0	1.0
0.0	35.0	35.0	1.0
0.0	84.0	84.0	1.0
5.0	0.0	5.0	0.0
1726.0	0.0	1726.0	0.0
0.0	36.0	36.0	1.0
0.0	5.0	5.0	1.0
0.0	402.0	402.0	1.0
28182.0	5.0	28187.0	0.000177386738567
112.0	0.0	112.0	0.0
27.0	0.0	27.0	0.0
0.0	86.0	86.0	1.0
45.0	0.0	45.0	0.0
11.0	0.0	11.0	0.0
0.0	276.0	276.0	1.0
0.0	28.0	28.0	1.0
0.0	36.0	36.0	1.0
0.0	39.0	39.0	1.0
0.0	10.0	10.0	1.0
0.0	6.0	6.0	1.0
16.0	0.0	16.0	0.0
34.0	0.0	34.0	0.0
0.0	70.0	70.0	1.0
59.0	0.0	59.0	0.0
5.0	0.0	5.0	0.0
16.0	0.0	16.0	0.0
0.0	6.0	6.0	1.0
280.0	0.0	280.0	0.0
0.0	6.0	6.0	1.0
112.0	0.0	112.0	0.0
22799.0	0.0	22799.0	0.0
27.0	0.0	27.0	0.0
0.0	61.0	61.0	1.0
5.0	0.0	5.0	0.0
0.0	44.0	44.0	1.0
0.0	21.0	21.0	1.0
1041.0	0.0	1041.0	0.0
0.0	51.0	51.0	1.0
39.0	0.0	39.0	0.0
0.0	5.0	5.0	1.0
745.0	0.0	745.0	0.0
301.0	0.0	301.0	0.0
233.0	0.0	233.0	0.0
6.0	0.0	6.0	0.0
64.0	0.0	64.0	0.0
124.0	0.0	124.0	0.0
0.0	2295.0	2295.0	1.0
572.0	0.0	572.0	0.0
1087.0	0.0	1087.0	0.0
11.0	0.0	11.0	0.0
18.0	0.0	18.0	0.0
2553.0	0.0	2553.0	0.0
10.0	0.0	10.0	0.0
15.0	0.0	15.0	0.0
94.0	0.0	94.0	0.0
6.0	8993.0	8999.0	0.999333259251
6119.0	8.0	6127.0	0.00130569609923
5.0	0.0	5.0	0.0
12.0	0.0	12.0	0.0
0.0	17.0	17.0	1.0
0.0	33.0	33.0	1.0
5.0	0.0	5.0	0.0
38.0	0.0	38.0	0.0
6.0	0.0	6.0	0.0
6.0	0.0	6.0	0.0
72.0	0.0	72.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	2438.0	2438.0	1.0
60.0	0.0	60.0	0.0
0.0	41.0	41.0	1.0
0.0	14.0	14.0	1.0
0.0	5.0	5.0	1.0
0.0	12.0	12.0	1.0
0.0	59.0	59.0	1.0
0.0	45.0	45.0	1.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
85.0	0.0	85.0	0.0
25.0	0.0	25.0	0.0
15752.0	5.0	15757.0	0.000317319286666
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
6.0	0.0	6.0	0.0
0.0	28.0	28.0	1.0
0.0	900.0	900.0	1.0
0.0	101.0	101.0	1.0
0.0	732.0	732.0	1.0
5.0	0.0	5.0	0.0
324.0	0.0	324.0	0.0
0.0	55.0	55.0	1.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
1267.0	0.0	1267.0	0.0
429.0	0.0	429.0	0.0
91.0	0.0	91.0	0.0
459.0	0.0	459.0	0.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
18.0	99670.0	99688.0	0.999819436642
0.0	48.0	48.0	1.0
5.0	0.0	5.0	0.0
0.0	516.0	516.0	1.0
498.0	0.0	498.0	0.0
2019.0	0.0	2019.0	0.0
5.0	0.0	5.0	0.0
0.0	11.0	11.0	1.0
0.0	180.0	180.0	1.0
0.0	70.0	70.0	1.0
19.0	0.0	19.0	0.0
52.0	9141.0	9193.0	0.994343522245
119.0	0.0	119.0	0.0
9295.0	6.0	9301.0	0.000645091925599
35.0	0.0	35.0	0.0
0.0	1811.0	1811.0	1.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
151.0	0.0	151.0	0.0
2878.0	0.0	2878.0	0.0
7.0	0.0	7.0	0.0
111695.0	18.0	111713.0	0.000161127174098
95.0	0.0	95.0	0.0
24.0	0.0	24.0	0.0
666.0	0.0	666.0	0.0
355.0	0.0	355.0	0.0
291.0	0.0	291.0	0.0
139.0	0.0	139.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	33.0	33.0	1.0
11.0	0.0	11.0	0.0
3587.0	0.0	3587.0	0.0
745.0	0.0	745.0	0.0
0.0	10.0	10.0	1.0
0.0	5.0	5.0	1.0
1693.0	5.0	1698.0	0.00294464075383
225.0	0.0	225.0	0.0
45.0	0.0	45.0	0.0
1489.0	0.0	1489.0	0.0
6.0	0.0	6.0	0.0
0.0	79.0	79.0	1.0
0.0	5.0	5.0	1.0
0.0	72.0	72.0	1.0
0.0	6.0	6.0	1.0
0.0	6.0	6.0	1.0
44.0	0.0	44.0	0.0
9.0	0.0	9.0	0.0
226.0	0.0	226.0	0.0
27.0	0.0	27.0	0.0
0.0	17.0	17.0	1.0
0.0	85.0	85.0	1.0
6.0	0.0	6.0	0.0
0.0	93.0	93.0	1.0
1086.0	0.0	1086.0	0.0
0.0	5.0	5.0	1.0
0.0	48.0	48.0	1.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	160.0	160.0	1.0
1539.0	0.0	1539.0	0.0
0.0	113.0	113.0	1.0
7.0	0.0	7.0	0.0
0.0	90.0	90.0	1.0
0.0	982.0	982.0	1.0
11.0	0.0	11.0	0.0
0.0	53.0	53.0	1.0
0.0	41.0	41.0	1.0
0.0	5.0	5.0	1.0
0.0	39.0	39.0	1.0
0.0	23.0	23.0	1.0
0.0	311.0	311.0	1.0
0.0	202.0	202.0	1.0
0.0	5.0	5.0	1.0
58.0	0.0	58.0	0.0
60.0	0.0	60.0	0.0
0.0	39.0	39.0	1.0
0.0	5.0	5.0	1.0
61.0	0.0	61.0	0.0
170.0	0.0	170.0	0.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
0.0	213.0	213.0	1.0
5.0	0.0	5.0	0.0
805.0	0.0	805.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
0.0	263.0	263.0	1.0
0.0	6.0	6.0	1.0
0.0	111.0	111.0	1.0
0.0	5.0	5.0	1.0
0.0	31.0	31.0	1.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	17.0	17.0	1.0
0.0	143.0	143.0	1.0
0.0	21.0	21.0	1.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
0.0	18.0	18.0	1.0
0.0	6.0	6.0	1.0
0.0	6.0	6.0	1.0
0.0	42.0	42.0	1.0
0.0	20.0	20.0	1.0
0.0	5.0	5.0	1.0
10245.0	0.0	10245.0	0.0
132.0	0.0	132.0	0.0
5.0	0.0	5.0	0.0
1323.0	0.0	1323.0	0.0
0.0	6.0	6.0	1.0
0.0	66.0	66.0	1.0
0.0	13.0	13.0	1.0
0.0	5.0	5.0	1.0
0.0	33680.0	33680.0	1.0
0.0	5.0	5.0	1.0
0.0	675.0	675.0	1.0
5.0	0.0	5.0	0.0
0.0	38.0	38.0	1.0
22.0	0.0	22.0	0.0
5.0	0.0	5.0	0.0
85.0	0.0	85.0	0.0
249.0	0.0	249.0	0.0
5.0	0.0	5.0	0.0
54.0	0.0	54.0	0.0
2459.0	0.0	2459.0	0.0
63.0	0.0	63.0	0.0
8.0	0.0	8.0	0.0
0.0	5.0	5.0	1.0
5.0	128.0	133.0	0.962406015038
24.0	0.0	24.0	0.0
5.0	0.0	5.0	0.0
0.0	195.0	195.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	41.0	41.0	1.0
5.0	0.0	5.0	0.0
15.0	0.0	15.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	74.0	74.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	78.0	78.0	1.0
0.0	475.0	475.0	1.0
0.0	25.0	25.0	1.0
0.0	202.0	202.0	1.0
23.0	0.0	23.0	0.0
0.0	4048.0	4048.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	16.0	16.0	1.0
5.0	0.0	5.0	0.0
0.0	88.0	88.0	1.0
0.0	10286.0	10286.0	1.0
121.0	0.0	121.0	0.0
5.0	23864.0	23869.0	0.999790523273
0.0	22.0	22.0	1.0
0.0	45.0	45.0	1.0
0.0	5.0	5.0	1.0
0.0	21.0	21.0	1.0
0.0	5.0	5.0	1.0
0.0	75.0	75.0	1.0
0.0	149.0	149.0	1.0
0.0	10.0	10.0	1.0
21.0	0.0	21.0	0.0
6.0	0.0	6.0	0.0
0.0	683.0	683.0	1.0
0.0	11.0	11.0	1.0
0.0	6.0	6.0	1.0
47.0	0.0	47.0	0.0
19.0	0.0	19.0	0.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
7.0	0.0	7.0	0.0
61.0	0.0	61.0	0.0
134.0	0.0	134.0	0.0
0.0	55.0	55.0	1.0
0.0	12.0	12.0	1.0
0.0	153.0	153.0	1.0
76934.0	7.0	76941.0	9.09788019391e-05
270.0	0.0	270.0	0.0
7.0	0.0	7.0	0.0
7080.0	0.0	7080.0	0.0
546952.0	375.0	547327.0	0.000685148001104
29.0	0.0	29.0	0.0
5.0	0.0	5.0	0.0
1333.0	0.0	1333.0	0.0
1195.0	0.0	1195.0	0.0
29837.0	0.0	29837.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
67.0	0.0	67.0	0.0
2643.0	0.0	2643.0	0.0
0.0	346.0	346.0	1.0
0.0	48.0	48.0	1.0
70.0	0.0	70.0	0.0
0.0	20.0	20.0	1.0
257.0	0.0	257.0	0.0
21.0	0.0	21.0	0.0
0.0	7.0	7.0	1.0
0.0	102.0	102.0	1.0
17.0	0.0	17.0	0.0
0.0	5.0	5.0	1.0
13976.0	5.0	13981.0	0.000357628209713
6.0	0.0	6.0	0.0
1117.0	0.0	1117.0	0.0
306.0	0.0	306.0	0.0
268.0	0.0	268.0	0.0
542.0	0.0	542.0	0.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	466.0	466.0	1.0
12094.0	0.0	12094.0	0.0
25.0	0.0	25.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	1575.0	1575.0	1.0
6.0	0.0	6.0	0.0
172.0	0.0	172.0	0.0
92.0	0.0	92.0	0.0
384.0	0.0	384.0	0.0
778.0	0.0	778.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
64.0	0.0	64.0	0.0
4494.0	0.0	4494.0	0.0
5972.0	0.0	5972.0	0.0
122.0	0.0	122.0	0.0
10.0	0.0	10.0	0.0
10.0	0.0	10.0	0.0
0.0	153.0	153.0	1.0
0.0	5.0	5.0	1.0
118.0	0.0	118.0	0.0
44.0	0.0	44.0	0.0
135.0	70472.0	70607.0	0.998088008271
1673.0	0.0	1673.0	0.0
21.0	0.0	21.0	0.0
88.0	0.0	88.0	0.0
0.0	47.0	47.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	13.0	13.0	1.0
0.0	256.0	256.0	1.0
0.0	72.0	72.0	1.0
6.0	0.0	6.0	0.0
357.0	0.0	357.0	0.0
0.0	256.0	256.0	1.0
21.0	0.0	21.0	0.0
0.0	342.0	342.0	1.0
0.0	68.0	68.0	1.0
11.0	0.0	11.0	0.0
0.0	11.0	11.0	1.0
0.0	76.0	76.0	1.0
0.0	7.0	7.0	1.0
366.0	0.0	366.0	0.0
11.0	0.0	11.0	0.0
0.0	6.0	6.0	1.0
22.0	0.0	22.0	0.0
0.0	306.0	306.0	1.0
5.0	0.0	5.0	0.0
37.0	0.0	37.0	0.0
5.0	0.0	5.0	0.0
39.0	0.0	39.0	0.0
0.0	10.0	10.0	1.0
5.0	0.0	5.0	0.0
0.0	5468.0	5468.0	1.0
0.0	149.0	149.0	1.0
0.0	127.0	127.0	1.0
21.0	0.0	21.0	0.0
0.0	123.0	123.0	1.0
0.0	26.0	26.0	1.0
0.0	437.0	437.0	1.0
142.0	0.0	142.0	0.0
0.0	180.0	180.0	1.0
0.0	319.0	319.0	1.0
0.0	7.0	7.0	1.0
0.0	145.0	145.0	1.0
0.0	37.0	37.0	1.0
0.0	580.0	580.0	1.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
0.0	1962.0	1962.0	1.0
5.0	0.0	5.0	0.0
0.0	10.0	10.0	1.0
0.0	3343.0	3343.0	1.0
0.0	15.0	15.0	1.0
0.0	6.0	6.0	1.0
0.0	41.0	41.0	1.0
47.0	0.0	47.0	0.0
5.0	0.0	5.0	0.0
0.0	22.0	22.0	1.0
11.0	0.0	11.0	0.0
86.0	0.0	86.0	0.0
60.0	0.0	60.0	0.0
53.0	0.0	53.0	0.0
11.0	0.0	11.0	0.0
6156.0	0.0	6156.0	0.0
36.0	0.0	36.0	0.0
508.0	0.0	508.0	0.0
11.0	0.0	11.0	0.0
8.0	0.0	8.0	0.0
9.0	0.0	9.0	0.0
0.0	43.0	43.0	1.0
226.0	0.0	226.0	0.0
10.0	0.0	10.0	0.0
25.0	0.0	25.0	0.0
0.0	69.0	69.0	1.0
29.0	0.0	29.0	0.0
429.0	0.0	429.0	0.0
16.0	0.0	16.0	0.0
5.0	0.0	5.0	0.0
0.0	20.0	20.0	1.0
27.0	0.0	27.0	0.0
851.0	0.0	851.0	0.0
1464.0	0.0	1464.0	0.0
0.0	698.0	698.0	1.0
0.0	52.0	52.0	1.0
0.0	8.0	8.0	1.0
0.0	181.0	181.0	1.0
7.0	0.0	7.0	0.0
0.0	25.0	25.0	1.0
0.0	10.0	10.0	1.0
0.0	199.0	199.0	1.0
0.0	194.0	194.0	1.0
0.0	19.0	19.0	1.0
0.0	136.0	136.0	1.0
0.0	99.0	99.0	1.0
0.0	25.0	25.0	1.0
0.0	17.0	17.0	1.0
0.0	947.0	947.0	1.0
5.0	0.0	5.0	0.0
0.0	50.0	50.0	1.0
12.0	0.0	12.0	0.0
0.0	391.0	391.0	1.0
0.0	5.0	5.0	1.0
18.0	0.0	18.0	0.0
15.0	0.0	15.0	0.0
11.0	0.0	11.0	0.0
0.0	7.0	7.0	1.0
0.0	10.0	10.0	1.0
0.0	20.0	20.0	1.0
86.0	389119.0	389205.0	0.999779036754
0.0	10.0	10.0	1.0
0.0	10.0	10.0	1.0
0.0	10.0	10.0	1.0
0.0	18.0	18.0	1.0
0.0	62.0	62.0	1.0
0.0	6.0	6.0	1.0
26.0	0.0	26.0	0.0
16.0	0.0	16.0	0.0
26.0	0.0	26.0	0.0
0.0	17.0	17.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	717.0	717.0	1.0
0.0	93.0	93.0	1.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
0.0	1306.0	1306.0	1.0
20.0	0.0	20.0	0.0
0.0	6.0	6.0	1.0
0.0	90.0	90.0	1.0
0.0	114.0	114.0	1.0
0.0	6.0	6.0	1.0
0.0	21253.0	21253.0	1.0
17.0	0.0	17.0	0.0
22.0	0.0	22.0	0.0
205.0	0.0	205.0	0.0
29.0	0.0	29.0	0.0
51.0	68012.0	68063.0	0.99925069421
62735.0	11.0	62746.0	0.000175309979919
6.0	0.0	6.0	0.0
0.0	76.0	76.0	1.0
0.0	546.0	546.0	1.0
10.0	0.0	10.0	0.0
308.0	0.0	308.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	1324.0	1324.0	1.0
10.0	0.0	10.0	0.0
0.0	148.0	148.0	1.0
219.0	0.0	219.0	0.0
0.0	97.0	97.0	1.0
0.0	11.0	11.0	1.0
1660.0	0.0	1660.0	0.0
100.0	0.0	100.0	0.0
623.0	0.0	623.0	0.0
6.0	0.0	6.0	0.0
0.0	7.0	7.0	1.0
0.0	456.0	456.0	1.0
0.0	804.0	804.0	1.0
893.0	0.0	893.0	0.0
14.0	25254.0	25268.0	0.999445939528
0.0	10.0	10.0	1.0
89.0	193514.0	193603.0	0.99954029638
854.0	0.0	854.0	0.0
0.0	10.0	10.0	1.0
0.0	1139.0	1139.0	1.0
0.0	6228.0	6228.0	1.0
25603.0	62.0	25665.0	0.0024157412819
209.0	0.0	209.0	0.0
0.0	6.0	6.0	1.0
0.0	688.0	688.0	1.0
0.0	15.0	15.0	1.0
0.0	132.0	132.0	1.0
0.0	44243.0	44243.0	1.0
0.0	264.0	264.0	1.0
2601.0	324465.0	327066.0	0.992047476656
63.0	0.0	63.0	0.0
198.0	0.0	198.0	0.0
66.0	0.0	66.0	0.0
16.0	0.0	16.0	0.0
21.0	0.0	21.0	0.0
0.0	17.0	17.0	1.0
0.0	67.0	67.0	1.0
195.0	5.0	200.0	0.025
1025.0	0.0	1025.0	0.0
32.0	0.0	32.0	0.0
5.0	0.0	5.0	0.0
60.0	0.0	60.0	0.0
578.0	0.0	578.0	0.0
791.0	0.0	791.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	603.0	603.0	1.0
0.0	17.0	17.0	1.0
0.0	69.0	69.0	1.0
0.0	13.0	13.0	1.0
128.0	0.0	128.0	0.0
0.0	792.0	792.0	1.0
0.0	12598.0	12598.0	1.0
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
0.0	140.0	140.0	1.0
0.0	669.0	669.0	1.0
44645.0	37.0	44682.0	0.000828073944765
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
86.0	0.0	86.0	0.0
0.0	17.0	17.0	1.0
0.0	10.0	10.0	1.0
0.0	37.0	37.0	1.0
27.0	0.0	27.0	0.0
0.0	1544.0	1544.0	1.0
0.0	307.0	307.0	1.0
0.0	13153.0	13153.0	1.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	325.0	325.0	1.0
43.0	0.0	43.0	0.0
0.0	1376.0	1376.0	1.0
0.0	148.0	148.0	1.0
11.0	1423.0	1434.0	0.992329149233
6.0	0.0	6.0	0.0
33.0	4271.0	4304.0	0.992332713755
315.0	0.0	315.0	0.0
0.0	5.0	5.0	1.0
0.0	3064.0	3064.0	1.0
895.0	0.0	895.0	0.0
374.0	0.0	374.0	0.0
0.0	577.0	577.0	1.0
7.0	0.0	7.0	0.0
10.0	732.0	742.0	0.986522911051
21.0	0.0	21.0	0.0
5.0	0.0	5.0	0.0
0.0	7.0	7.0	1.0
6.0	0.0	6.0	0.0
310.0	0.0	310.0	0.0
186.0	0.0	186.0	0.0
216.0	0.0	216.0	0.0
0.0	789.0	789.0	1.0
1879.0	6.0	1885.0	0.00318302387268
39.0	0.0	39.0	0.0
0.0	78.0	78.0	1.0
0.0	672.0	672.0	1.0
501.0	0.0	501.0	0.0
0.0	20.0	20.0	1.0
36.0	0.0	36.0	0.0
0.0	15.0	15.0	1.0
0.0	10.0	10.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
5.0	0.0	5.0	0.0
17.0	0.0	17.0	0.0
0.0	482.0	482.0	1.0
184.0	79155.0	79339.0	0.997680837923
15.0	0.0	15.0	0.0
5.0	0.0	5.0	0.0
88.0	0.0	88.0	0.0
67.0	0.0	67.0	0.0
35069.0	1002.0	36071.0	0.0277785478639
0.0	1258.0	1258.0	1.0
83.0	0.0	83.0	0.0
7.0	0.0	7.0	0.0
0.0	15.0	15.0	1.0
0.0	16.0	16.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
572.0	0.0	572.0	0.0
312.0	0.0	312.0	0.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
0.0	8.0	8.0	1.0
1832.0	188067.0	189899.0	0.990352766471
1319.0	0.0	1319.0	0.0
6.0	138.0	144.0	0.958333333333
82.0	0.0	82.0	0.0
140.0	0.0	140.0	0.0
0.0	6.0	6.0	1.0
213.0	0.0	213.0	0.0
577.0	0.0	577.0	0.0
148.0	0.0	148.0	0.0
0.0	5.0	5.0	1.0
0.0	25.0	25.0	1.0
0.0	994.0	994.0	1.0
0.0	123.0	123.0	1.0
224.0	0.0	224.0	0.0
14.0	0.0	14.0	0.0
0.0	11.0	11.0	1.0
0.0	1744.0	1744.0	1.0
0.0	5.0	5.0	1.0
216.0	0.0	216.0	0.0
15.0	0.0	15.0	0.0
0.0	198.0	198.0	1.0
0.0	3480.0	3480.0	1.0
125.0	0.0	125.0	0.0
10.0	0.0	10.0	0.0
0.0	176.0	176.0	1.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
12.0	0.0	12.0	0.0
0.0	1849.0	1849.0	1.0
0.0	5.0	5.0	1.0
1610.0	0.0	1610.0	0.0
419.0	0.0	419.0	0.0
623.0	0.0	623.0	0.0
21.0	0.0	21.0	0.0
1603.0	0.0	1603.0	0.0
24.0	0.0	24.0	0.0
5.0	0.0	5.0	0.0
0.0	186.0	186.0	1.0
23.0	0.0	23.0	0.0
553.0	0.0	553.0	0.0
76.0	0.0	76.0	0.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
0.0	15.0	15.0	1.0
0.0	3487.0	3487.0	1.0
5.0	0.0	5.0	0.0
778.0	744950.0	745728.0	0.998956724168
0.0	25.0	25.0	1.0
0.0	21.0	21.0	1.0
0.0	5.0	5.0	1.0
0.0	69.0	69.0	1.0
0.0	7156.0	7156.0	1.0
5902.0	0.0	5902.0	0.0
0.0	694.0	694.0	1.0
0.0	921.0	921.0	1.0
0.0	5.0	5.0	1.0
2896.0	26.0	2922.0	0.00889801505818
7.0	0.0	7.0	0.0
0.0	5.0	5.0	1.0
32.0	0.0	32.0	0.0
170.0	0.0	170.0	0.0
48.0	0.0	48.0	0.0
0.0	22.0	22.0	1.0
0.0	6.0	6.0	1.0
5.0	0.0	5.0	0.0
118.0	0.0	118.0	0.0
0.0	445.0	445.0	1.0
10.0	0.0	10.0	0.0
0.0	7.0	7.0	1.0
5.0	0.0	5.0	0.0
0.0	102.0	102.0	1.0
5.0	2052.0	2057.0	0.997569275644
0.0	27.0	27.0	1.0
33.0	0.0	33.0	0.0
1139.0	0.0	1139.0	0.0
5.0	0.0	5.0	0.0
0.0	512.0	512.0	1.0
0.0	40.0	40.0	1.0
0.0	943.0	943.0	1.0
34.0	0.0	34.0	0.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
0.0	353.0	353.0	1.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
30.0	0.0	30.0	0.0
11.0	0.0	11.0	0.0
107.0	0.0	107.0	0.0
5.0	0.0	5.0	0.0
0.0	34.0	34.0	1.0
102.0	0.0	102.0	0.0
5.0	0.0	5.0	0.0
23.0	0.0	23.0	0.0
3167.0	0.0	3167.0	0.0
99.0	0.0	99.0	0.0
5.0	0.0	5.0	0.0
638.0	0.0	638.0	0.0
5.0	0.0	5.0	0.0
242.0	0.0	242.0	0.0
5.0	0.0	5.0	0.0
29235.0	0.0	29235.0	0.0
5.0	0.0	5.0	0.0
44.0	0.0	44.0	0.0
356.0	0.0	356.0	0.0
9552.0	0.0	9552.0	0.0
5.0	0.0	5.0	0.0
730287.0	315.0	730602.0	0.000431151297149
244.0	0.0	244.0	0.0
945.0	0.0	945.0	0.0
24.0	0.0	24.0	0.0
874.0	0.0	874.0	0.0
68426.0	0.0	68426.0	0.0
393.0	0.0	393.0	0.0
203.0	0.0	203.0	0.0
5.0	0.0	5.0	0.0
0.0	18.0	18.0	1.0
0.0	24.0	24.0	1.0
40.0	0.0	40.0	0.0
38.0	0.0	38.0	0.0
38.0	0.0	38.0	0.0
0.0	264.0	264.0	1.0
0.0	6.0	6.0	1.0
0.0	10.0	10.0	1.0
329.0	6.0	335.0	0.0179104477612
0.0	15.0	15.0	1.0
10.0	0.0	10.0	0.0
26.0	21562.0	21588.0	0.9987956272
10.0	0.0	10.0	0.0
0.0	374.0	374.0	1.0
213.0	10.0	223.0	0.0448430493274
1191.0	0.0	1191.0	0.0
252.0	0.0	252.0	0.0
5.0	0.0	5.0	0.0
674.0	0.0	674.0	0.0
0.0	32.0	32.0	1.0
43.0	0.0	43.0	0.0
7.0	0.0	7.0	0.0
0.0	21.0	21.0	1.0
0.0	10.0	10.0	1.0
6.0	0.0	6.0	0.0
0.0	56.0	56.0	1.0
0.0	46.0	46.0	1.0
875.0	0.0	875.0	0.0
22.0	0.0	22.0	0.0
0.0	92.0	92.0	1.0
0.0	5.0	5.0	1.0
